Loyalty Number,activity_ratio,booking_trend,recency_at_end_of_2017,total_flights_2017,distance_2017,redeem_ratio,points_per_flight,Country,Province,City,Postal Code,Gender,Education,Salary,Marital Status,Loyalty Card,CLV,Enrollment Type,Enrollment Year,Enrollment Month,churn
886127,0.4166666666666667,2.0,1.0,18.0,21879.0,0.0,1151.5263157894738,Canada,Ontario,Toronto,M2Z 4K1,Female,College,73455.0,Single,Star,4784.77,Standard,2014,3,0
536021,0.0,0.0,12.0,0.0,0.0,0.0,0.0,Canada,Ontario,Toronto,M8Y 4K8,Female,Bachelor,50795.0,Divorced,Star,4784.96,Standard,2016,5,0
687108,0.0,0.0,12.0,0.0,0.0,0.0,0.0,Canada,British Columbia,Kelowna,V09 2E9,Female,Bachelor,50795.0,Divorced,Star,4784.96,Standard,2016,3,0
579005,0.75,0.0,0.0,24.0,31745.0,0.01593901593901594,1269.8,Canada,British Columbia,Whistler,V6T 1Y8,Female,Bachelor,49031.0,Married,Star,4786.01,Standard,2016,10,0
758372,0.25,-0.9166666666666666,6.0,11.0,15629.0,0.0,1302.4166666666667,Canada,British Columbia,Vancouver,V5R 1W3,Male,College,73455.0,Single,Star,4786.05,Standard,2017,1,0
671764,0.0,0.0,12.0,0.0,0.0,0.0,0.0,Canada,Quebec,Tremblant,H5Y 2S9,Male,Doctor,222764.0,Single,Nova,35850.6,2018 Promotion,2018,3,1
142290,0.0,0.0,12.0,0.0,0.0,0.0,0.0,Canada,Alberta,Edmonton,T9G 1W3,Male,College,73455.0,Divorced,Star,2004.35,2018 Promotion,2018,3,0
605505,0.5833333333333334,1.625,0.0,27.0,33705.0,0.0,1203.75,Canada,Manitoba,Winnipeg,R2C 0M5,Male,College,73455.0,Married,Star,4787.47,Standard,2016,3,0
745336,0.0,0.0,12.0,0.0,0.0,0.0,0.0,Canada,Quebec,Montreal,H3T 8L4,Female,Doctor,288934.0,Married,Star,4791.08,Standard,2015,4,0
413185,0.5833333333333334,-0.3,0.0,15.0,27229.0,0.016489166360631656,1701.8125,Canada,Nova Scotia,Halifax,B3C 2M8,Female,Doctor,175830.0,Married,Star,4792.51,Standard,2016,7,0
715462,0.5,2.0,1.0,14.0,29655.0,0.0,1977.0,Canada,Ontario,Toronto,P1J 8T7,Male,High School or Below,61579.0,Divorced,Star,4792.83,Standard,2013,6,0
739933,0.5833333333333334,-0.42857142857142855,0.0,20.0,26222.0,0.012965717118560042,1248.6666666666667,Canada,Ontario,Sudbury,M5V 1G5,Male,Bachelor,83138.0,Married,Star,4794.12,Standard,2012,5,0
675106,0.6666666666666666,-0.5,2.0,22.0,31383.0,0.02415243436145807,1364.4782608695652,Canada,Saskatchewan,Regina,S6J 3G0,Male,Master,104812.0,Divorced,Star,4794.48,Standard,2014,10,0
767728,0.0,0.0,12.0,0.0,0.0,0.0,0.0,Canada,Quebec,Montreal,H2Y 2W2,Male,Bachelor,56104.0,Married,Star,4795.39,Standard,2018,7,0
244032,0.5,0.09090909090909091,0.0,21.0,33692.0,0.0,1531.4545454545455,Canada,British Columbia,Vancouver,V1E 4R6,Male,Bachelor,88871.0,Married,Star,4798.24,Standard,2016,10,0
872408,0.0,0.0,12.0,0.0,0.0,0.0,0.0,Canada,Alberta,Banff,T4V 1D4,Female,High School or Below,56173.0,Married,Star,4801.66,Standard,2018,12,0
583648,0.3333333333333333,-0.7777777777777778,4.0,9.0,12850.0,0.0,1285.0,Canada,Ontario,Ottawa,K1F 2R2,Male,Bachelor,59210.0,Single,Star,4803.24,Standard,2012,12,0
250380,0.16666666666666666,5.0,0.0,5.0,9974.0,0.0,1662.3333333333333,Canada,Newfoundland,St. John's,A1C 6H9,Female,Doctor,219564.0,Married,Star,4803.78,Standard,2017,10,0
935504,0.6666666666666666,0.1,1.0,19.0,22541.0,0.04955194747582291,1127.05,Canada,British Columbia,Vancouver,V6E 3D9,Male,College,73455.0,Single,Star,4803.94,Standard,2017,2,0
311943,0.5,-0.6363636363636364,4.0,13.0,22066.0,0.05007477228440658,1576.142857142857,Canada,Ontario,Toronto,P1J 8T7,Male,Doctor,219184.0,Married,Star,4804.51,Standard,2015,9,0
811684,0.08333333333333333,3.0,2.0,3.0,6051.0,0.0,1512.75,Canada,Manitoba,Winnipeg,R3R 3T4,Male,Bachelor,104990.0,Married,Star,4807.85,Standard,2017,7,0
672103,0.6666666666666666,-0.5,0.0,22.0,18623.0,0.08913230240549828,809.695652173913,Canada,British Columbia,Whistler,V6T 1Y8,Male,College,73455.0,Single,Star,4811.74,Standard,2018,11,0
657339,0.6666666666666666,0.25,0.0,25.0,45819.0,0.0,1762.2692307692307,Canada,Alberta,Calgary,T3E 2V9,Female,High School or Below,52820.0,Married,Star,4812.53,Standard,2014,5,0
433812,0.75,0.15384615384615385,0.0,26.0,35043.0,0.0,1297.888888888889,Canada,Quebec,Quebec City,G1B 3L5,Male,College,73455.0,Single,Star,4814.35,Standard,2012,5,0
217284,0.0,0.0,12.0,0.0,0.0,0.0,0.0,Canada,Alberta,Edmonton,T3G 6Y6,Female,Doctor,241906.0,Divorced,Star,4815.01,Standard,2015,5,0
559304,0.4166666666666667,14.0,0.0,14.0,17630.0,0.030457716522035053,1175.3333333333333,Canada,Saskatchewan,Regina,S1J 3C5,Female,College,73455.0,Single,Star,4815.02,Standard,2017,5,0
290249,0.8333333333333334,0.1875,0.0,33.0,55096.0,0.008966005408642938,1620.4705882352941,Canada,Quebec,Montreal,H2Y 2W2,Female,Bachelor,75400.0,Single,Star,4815.85,Standard,2014,9,0
948815,0.75,0.18181818181818182,0.0,22.0,39283.0,0.039303533245087056,1707.9565217391305,Canada,Ontario,Sudbury,M5V 1G5,Male,Bachelor,78293.0,Married,Star,4821.21,Standard,2017,2,0
513229,0.4166666666666667,0.0,2.0,14.0,23588.0,0.022044173131544362,1572.5333333333333,Canada,Quebec,Montreal,H2Y 2W2,Male,Bachelor,75040.0,Married,Star,4823.56,Standard,2012,8,0
501278,0.4166666666666667,0.8333333333333334,0.0,15.0,17576.0,0.0,1098.5,Canada,Ontario,Toronto,M2Z 4K1,Male,College,73455.0,Married,Star,4825.5,Standard,2012,6,0
348299,0.0,0.0,12.0,0.0,0.0,0.0,0.0,Canada,British Columbia,Whistler,V6T 1Y8,Male,College,73455.0,Single,Star,4827.78,Standard,2013,8,0
500455,0.5,1.0,0.0,19.0,25826.0,0.0,1291.3,Canada,British Columbia,Whistler,V6T 1Y8,Male,Bachelor,57385.0,Married,Star,4829.57,Standard,2016,1,0
277356,0.3333333333333333,-0.5,2.0,7.0,10828.0,0.0,1353.5,Canada,British Columbia,Vancouver,V6E 3Z3,Female,College,73455.0,Divorced,Star,4830.91,Standard,2017,2,0
615394,0.4166666666666667,1.6,1.0,16.0,22576.0,0.0,1328.0,Canada,Ontario,Toronto,P1W 1K4,Female,High School or Below,67071.0,Married,Star,4831.42,Standard,2018,11,0
936723,0.5,0.18181818181818182,2.0,22.0,23577.0,0.0,1025.0869565217392,Canada,British Columbia,Victoria,V10 6T5,Male,College,73455.0,Single,Star,4832.12,Standard,2017,2,0
158314,0.16666666666666666,4.0,1.0,4.0,7287.0,0.0,1457.4,Canada,Ontario,Kingston,M9K 2P4,Female,Bachelor,60235.0,Divorced,Star,4834.71,Standard,2017,9,0
418090,0.5833333333333334,0.375,1.0,17.0,16985.0,0.06405274932297186,943.6111111111111,Canada,Ontario,Toronto,P1J 8T7,Female,Bachelor,60235.0,Divorced,Star,4834.71,Standard,2016,1,0
769623,0.5,-0.4,0.0,14.0,18275.0,0.0,1218.3333333333333,Canada,Ontario,Ottawa,K1F 2R2,Male,Bachelor,60235.0,Divorced,Star,4834.71,Standard,2018,6,0
685314,0.3333333333333333,1.5,3.0,12.0,12443.0,0.0,957.1538461538462,Canada,Ontario,Toronto,M8Y 4K8,Male,Bachelor,55335.0,Married,Star,4834.8,Standard,2014,10,0
413282,0.6666666666666666,0.18181818181818182,0.0,22.0,43176.0,0.02769993283461102,1877.2173913043478,Canada,Ontario,Toronto,M2Z 4K1,Female,Bachelor,58729.0,Married,Star,4835.78,Standard,2016,8,0
884088,0.5833333333333334,-0.6923076923076923,4.0,15.0,27031.0,0.05108759988162178,1689.4375,Canada,Ontario,Toronto,P2T 6G3,Female,College,73455.0,Single,Star,4836.05,Standard,2015,6,0
445867,0.75,-0.07142857142857142,0.0,25.0,27067.0,0.019173932318604994,1041.0384615384614,Canada,Quebec,Montreal,H2T 2J6,Female,College,73455.0,Divorced,Star,4836.39,Standard,2014,7,0
568286,0.5,-0.2727272727272727,0.0,17.0,30335.0,0.0357331223628692,1685.2777777777778,Canada,New Brunswick,Fredericton,E3B 2H2,Male,College,73455.0,Single,Star,4837.93,Standard,2016,5,0
965066,0.0,0.0,12.0,0.0,0.0,0.0,0.0,Canada,Ontario,Toronto,M2M 7K8,Male,Bachelor,85887.0,Married,Star,4838.21,Standard,2017,12,1
105145,0.0,0.0,12.0,0.0,0.0,0.0,0.0,Canada,Ontario,Toronto,M8Y 4K8,Male,College,73455.0,Single,Star,4839.11,Standard,2012,7,0
516329,0.5,-0.18181818181818182,0.0,18.0,32460.0,0.022981423862481132,1708.421052631579,Canada,British Columbia,Vancouver,V5R 1W3,Female,College,73455.0,Single,Star,4847.24,Standard,2012,9,0
945479,0.75,0.6666666666666666,0.0,22.0,30935.0,0.0,1345.0,Canada,British Columbia,Kelowna,V09 2E9,Female,High School or Below,54073.0,Married,Star,4853.1,Standard,2016,10,0
363925,0.08333333333333333,1.0,0.0,1.0,2015.0,0.0,1007.5,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,College,73455.0,Single,Star,4853.53,Standard,2017,11,0
798216,0.5833333333333334,-0.5,1.0,19.0,18545.0,0.0,927.25,Canada,Ontario,Toronto,M1R 4K3,Female,Bachelor,53738.0,Single,Star,4854.75,Standard,2014,5,0
822694,0.75,-0.3333333333333333,0.0,23.0,32081.0,0.03687425970949442,1336.7083333333333,Canada,Ontario,London,M5B 3E4,Male,Bachelor,49577.0,Married,Star,4855.77,Standard,2018,6,0
747483,0.0,0.0,12.0,0.0,0.0,0.0,0.0,Canada,Quebec,Quebec City,G1B 3L5,Male,College,73455.0,Single,Star,4858.07,Standard,2018,7,0
784838,0.8333333333333334,0.25,0.0,34.0,45844.0,0.008157923437670411,1309.8285714285714,Canada,Nova Scotia,Halifax,B3J 9S2,Male,College,73455.0,Single,Star,4858.07,Standard,2015,8,0
405597,0.5833333333333334,0.5714285714285714,1.0,16.0,21235.0,0.05580146920323978,1249.1176470588234,Canada,Quebec,Tremblant,H5Y 2S9,Female,Bachelor,47774.0,Single,Star,4858.12,Standard,2013,5,0
502592,0.6666666666666666,0.375,0.0,17.0,24442.0,0.0,1357.888888888889,Canada,New Brunswick,Fredericton,E3B 2H2,Male,Bachelor,60759.0,Divorced,Star,4860.91,Standard,2016,8,0
999143,0.0,0.0,12.0,0.0,0.0,0.0,0.0,Canada,Ontario,Toronto,P5S 6R4,Male,Bachelor,58473.0,Married,Star,4861.37,Standard,2015,7,0
134717,0.0,0.0,12.0,0.0,0.0,0.0,0.0,Canada,Alberta,Edmonton,T9G 1W3,Male,College,73455.0,Single,Star,2379.74,2018 Promotion,2018,4,0
416620,0.0,0.0,12.0,0.0,0.0,0.0,0.0,Canada,Quebec,Montreal,H2Y 4R4,Male,Bachelor,58863.0,Married,Star,4862.91,Standard,2018,9,0
198424,0.5833333333333334,0.0,0.0,18.0,33085.0,0.0334582602913619,1741.3157894736842,Canada,Alberta,Edmonton,T9G 1W3,Male,College,73455.0,Married,Star,4863.54,Standard,2014,6,0
455892,0.0,0.0,12.0,0.0,0.0,0.0,0.0,Canada,Alberta,Edmonton,T9G 1W3,Female,College,73455.0,Single,Star,2393.92,2018 Promotion,2018,3,0
814653,0.25,8.0,1.0,8.0,7805.0,0.10184473481936972,867.2222222222222,Canada,Saskatchewan,Regina,S6J 3G0,Female,Bachelor,59278.0,Married,Star,4864.53,Standard,2017,3,0
636505,0.5833333333333334,-0.5,0.0,19.0,32931.0,0.0,1646.55,Canada,Quebec,Montreal,H2T 9K8,Female,Bachelor,51831.0,Married,Star,4865.37,Standard,2015,6,0
923268,0.0,0.0,12.0,0.0,0.0,0.0,0.0,Canada,Quebec,Quebec City,G1B 3L5,Female,Bachelor,70635.0,Married,Star,2457.58,2018 Promotion,2018,4,1
685346,0.4166666666666667,0.3333333333333333,0.0,12.0,11390.0,0.0,876.1538461538462,Canada,Quebec,Tremblant,H5Y 2S9,Male,Bachelor,72587.0,Married,Star,4869.24,Standard,2014,10,0
967634,0.0,0.0,12.0,0.0,0.0,0.0,0.0,Canada,New Brunswick,Moncton,E1A 2A7,Female,Bachelor,72587.0,Married,Star,4869.24,Standard,2018,11,0
919506,0.0,0.0,12.0,0.0,0.0,0.0,0.0,Canada,British Columbia,Whistler,V6T 1Y8,Female,High School or Below,68312.0,Divorced,Star,4869.6,Standard,2018,10,0
272944,0.4166666666666667,-0.2,4.0,16.0,19834.0,0.0,1166.7058823529412,Canada,Quebec,Tremblant,H5Y 2S9,Female,College,73455.0,Married,Star,4872.02,Standard,2015,12,0
512906,0.08333333333333333,1.0,2.0,1.0,898.0,0.6840934371523916,449.0,Canada,New Brunswick,Fredericton,E3B 2H2,Male,College,73455.0,Married,Star,4872.02,Standard,2017,8,0
490984,0.5833333333333334,-0.6,1.0,19.0,27074.0,0.015069252077562326,1353.7,Canada,Ontario,Kingston,M9K 2P4,Male,College,73455.0,Single,Star,4872.58,Standard,2013,4,0
812042,0.5,-0.5833333333333334,0.0,15.0,22980.0,0.0,1436.25,Canada,British Columbia,Vancouver,V1E 4R6,Male,Bachelor,82578.0,Married,Star,4872.77,Standard,2014,2,0
366719,0.16666666666666666,6.0,0.0,6.0,7674.0,0.04534201954397394,1096.2857142857142,Canada,Quebec,Montreal,H2Y 4R4,Male,Bachelor,66902.0,Married,Star,4873.35,Standard,2017,7,0
192177,0.6666666666666666,0.6363636363636364,2.0,27.0,44059.0,0.0,1573.5357142857142,Canada,Manitoba,Winnipeg,R2C 0M5,Female,Master,98422.0,Married,Star,4873.44,Standard,2015,11,0
273353,0.0,0.0,12.0,0.0,0.0,0.0,0.0,Canada,Quebec,Montreal,H2Y 4R4,Male,Master,98422.0,Married,Star,4873.44,Standard,2018,7,0
249555,0.5,0.75,0.0,20.0,27894.0,0.0,1328.2857142857142,Canada,Ontario,Toronto,M2M 7K8,Female,College,73455.0,Married,Star,4876.47,Standard,2015,12,0
103862,0.4166666666666667,0.8333333333333334,3.0,15.0,31639.0,0.017288242730720608,1977.4375,Canada,Ontario,Kingston,M9K 2P4,Female,Doctor,299560.0,Married,Star,4878.83,Standard,2013,7,0
121935,0.4166666666666667,-0.5833333333333334,5.0,15.0,20296.0,0.0,1268.5,Canada,Yukon,Whitehorse,Y2K 6R0,Female,Doctor,299560.0,Married,Star,4878.83,Standard,2015,10,0
224402,0.4166666666666667,-0.5,1.0,16.0,30620.0,0.0,1801.1764705882354,Canada,Ontario,Kingston,M9K 2P4,Male,Bachelor,63634.0,Married,Star,4878.95,Standard,2016,10,0
988839,0.0,0.0,12.0,0.0,0.0,0.0,0.0,Canada,Saskatchewan,Regina,S6J 3G0,Female,Bachelor,63634.0,Married,Star,4878.95,Standard,2018,12,0
416768,0.5,0.25,0.0,16.0,16011.0,0.049088183862103424,941.8235294117648,Canada,Ontario,Kingston,M9K 2P4,Male,College,73455.0,Single,Star,4879.71,Standard,2017,3,0
667767,0.5833333333333334,0.5555555555555556,0.0,21.0,29303.0,0.015288015288015287,1331.9545454545455,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,70557.0,Divorced,Star,4880.71,Standard,2015,12,0
955178,0.5,-0.3,2.0,15.0,20744.0,0.01754639672210171,1296.5,Canada,Ontario,Toronto,M2P 4F6,Female,Bachelor,49760.0,Married,Star,4880.95,Standard,2017,1,0
534716,0.75,-0.08333333333333333,3.0,21.0,27571.0,0.03289569128100972,1253.2272727272727,Canada,Ontario,Trenton,K8V 4B2,Male,Bachelor,59712.0,Married,Star,4881.3,Standard,2016,1,0
565041,0.5,-0.125,0.0,13.0,18860.0,0.035523036954562326,1347.142857142857,Canada,Quebec,Tremblant,H5Y 2S9,Male,Bachelor,98417.0,Married,Star,4881.39,Standard,2012,4,0
596004,0.5833333333333334,0.8333333333333334,0.0,15.0,30797.0,0.05685434119098643,1924.8125,Canada,British Columbia,Vancouver,V5R 1W3,Male,College,73455.0,Single,Star,4881.75,Standard,2013,1,0
340934,0.0,0.0,12.0,0.0,0.0,0.0,0.0,Canada,Nova Scotia,Halifax,B3J 9S2,Male,Bachelor,47446.0,Married,Star,4882.29,Standard,2018,11,0
335839,0.6666666666666666,1.1111111111111112,0.0,26.0,28912.0,0.0,1070.8148148148148,Canada,Ontario,Toronto,P5S 6R4,Female,Bachelor,90889.0,Married,Star,4882.49,Standard,2013,7,0
621940,0.16666666666666666,4.0,0.0,4.0,5548.0,0.10632546404757615,1109.6,Canada,British Columbia,West Vancouver,V6V 8Z3,Male,Doctor,162087.0,Divorced,Star,4883.55,Standard,2017,9,0
308379,0.75,0.5,0.0,28.0,54212.0,0.0,1869.3793103448277,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,74847.0,Married,Star,4883.81,Standard,2016,9,0
683791,0.5,0.2222222222222222,2.0,18.0,24762.0,0.04688446472559867,1303.2631578947369,Canada,Ontario,Trenton,K8V 4B2,Female,Bachelor,47834.0,Married,Star,4884.16,Standard,2015,1,0
715015,0.6666666666666666,-0.09090909090909091,0.0,19.0,33005.0,0.013058231836635762,1650.25,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,47834.0,Married,Star,4884.16,Standard,2014,10,0
835796,0.75,0.3333333333333333,0.0,26.0,39835.0,0.0,1475.3703703703704,Canada,Ontario,Toronto,M1R 4K3,Female,Doctor,254243.0,Married,Star,4885.16,Standard,2013,7,0
564201,0.75,0.8571428571428571,1.0,18.0,30207.0,0.0,1589.842105263158,Canada,Nova Scotia,Halifax,B3C 2M8,Male,Bachelor,69406.0,Married,Star,4889.61,Standard,2015,8,0
572410,0.4166666666666667,0.0,2.0,12.0,12452.0,0.033405605075082306,957.8461538461538,Canada,Nova Scotia,Halifax,B3J 9S2,Male,College,73455.0,Divorced,Star,4890.11,Standard,2014,7,0
306288,0.75,-0.07692307692307693,0.0,23.0,29289.0,0.0,1220.375,Canada,Ontario,Toronto,M1R 4K3,Female,Bachelor,47792.0,Married,Star,4892.44,Standard,2013,11,1
568111,0.5833333333333334,-0.6842105263157895,2.0,23.0,28849.0,0.0,1202.0416666666667,Canada,Alberta,Banff,T4V 1D4,Male,Bachelor,47792.0,Married,Star,4892.44,Standard,2017,1,0
201220,0.75,-0.25,1.0,26.0,38026.0,0.020695821390064952,1408.3703703703704,Canada,British Columbia,West Vancouver,V6V 8Z3,Male,Bachelor,63517.0,Married,Star,4892.62,Standard,2013,9,0
533766,0.5,-0.4444444444444444,4.0,12.0,16476.0,0.0,1267.3846153846155,Canada,British Columbia,Vancouver,V1E 4R6,Male,College,73455.0,Single,Star,4893.29,Standard,2012,10,0
990933,0.3333333333333333,-0.2857142857142857,5.0,10.0,12373.0,0.07144011637304025,1124.8181818181818,Canada,New Brunswick,Fredericton,E3B 2H2,Female,Doctor,244110.0,Married,Star,4893.98,Standard,2013,12,0
968764,0.0,0.0,12.0,0.0,0.0,0.0,0.0,Canada,Alberta,Banff,T4V 1D4,Male,Bachelor,70867.0,Divorced,Star,2521.63,2018 Promotion,2018,3,0
613265,0.75,-0.08333333333333333,0.0,21.0,36272.0,0.015548755272516748,1648.7272727272727,Canada,Ontario,London,M5B 3E4,Male,Bachelor,71783.0,Married,Star,4895.81,Standard,2015,12,0
163608,0.4166666666666667,1.1666666666666667,0.0,17.0,19605.0,0.0,1089.1666666666667,Canada,British Columbia,Victoria,V10 6T5,Female,College,73455.0,Single,Star,4896.26,Standard,2013,1,0
237984,0.5,19.0,0.0,19.0,29943.0,0.030323270104194496,1497.15,Canada,Quebec,Montreal,H2T 2J6,Male,College,73455.0,Single,Star,4896.26,Standard,2017,4,0
288419,0.3333333333333333,4.5,0.0,11.0,15162.0,0.03798720569808085,1263.5,Canada,Quebec,Montreal,H2Y 2W2,Female,College,73455.0,Single,Star,4896.27,Standard,2016,1,0
285738,0.4166666666666667,-0.9333333333333333,7.0,14.0,23694.0,0.0,1579.6,Canada,British Columbia,Vancouver,V6E 3Z3,Female,Bachelor,58563.0,Divorced,Star,4896.56,Standard,2016,9,0
666556,0.75,0.5,1.0,23.0,36985.0,0.0,1541.0416666666667,Canada,Ontario,Toronto,P5S 6R4,Female,High School or Below,69529.0,Single,Star,4897.04,Standard,2014,10,0
698180,0.0,0.0,12.0,0.0,0.0,0.0,0.0,Canada,British Columbia,Vancouver,V6E 3D9,Female,High School or Below,69529.0,Single,Star,4897.04,Standard,2018,6,0
807589,0.75,0.5,0.0,33.0,57351.0,0.012989956758264752,1686.7941176470588,Canada,Ontario,Ottawa,K1F 2R2,Male,Bachelor,72205.0,Married,Star,4898.96,Standard,2016,11,0
135382,0.8333333333333334,0.07692307692307693,0.0,25.0,49346.0,0.050783228970352805,1897.923076923077,Canada,Ontario,Toronto,P2T 6G3,Male,College,73455.0,Married,Star,4899.23,Standard,2016,1,0
444778,0.5,0.0,1.0,16.0,25080.0,0.0,1475.2941176470588,Canada,British Columbia,Vancouver,V6E 3D9,Female,College,73455.0,Married,Star,4899.23,Standard,2016,7,0
502534,0.5833333333333334,-0.1111111111111111,1.0,15.0,25292.0,0.013916894002293125,1580.75,Canada,New Brunswick,Fredericton,E3B 2H2,Female,Bachelor,85221.0,Divorced,Star,4901.89,Standard,2014,8,0
589840,0.4166666666666667,-0.5555555555555556,0.0,11.0,12517.0,0.0,1043.0833333333333,Canada,Ontario,Thunder Bay,K8T 5M5,Male,College,73455.0,Married,Star,4903.13,Standard,2014,11,0
551300,0.75,-0.3888888888888889,1.0,27.0,44660.0,0.008642887530507602,1595.0,Canada,Ontario,Toronto,P5S 6R4,Male,College,73455.0,Single,Star,4903.15,Standard,2015,10,0
990204,0.6666666666666666,1.1428571428571428,0.0,20.0,28119.0,0.0,1339.0,Canada,British Columbia,Vancouver,V6E 3D9,Male,College,73455.0,Single,Star,4903.15,Standard,2014,10,0
148299,0.5833333333333334,-0.5384615384615384,3.0,17.0,23934.0,0.0541048673490704,1329.6666666666667,Canada,Manitoba,Winnipeg,R2C 0M5,Male,College,73455.0,Married,Star,4903.81,Standard,2014,6,0
412902,0.75,0.14285714285714285,0.0,28.0,44617.0,0.013402662602537092,1538.5172413793102,Canada,Quebec,Tremblant,H5Y 2S9,Male,Master,79329.0,Divorced,Star,4904.89,Standard,2016,5,0
602694,0.0,0.0,12.0,0.0,0.0,0.0,0.0,Canada,Quebec,Montreal,H2T 2J6,Female,Master,79329.0,Divorced,Star,4904.89,Standard,2018,8,0
662934,0.0,0.0,12.0,0.0,0.0,0.0,0.0,Canada,Alberta,Peace River,T9O 2W2,Male,College,73455.0,Single,Star,2555.05,2018 Promotion,2018,3,0
205445,0.5833333333333334,-0.08333333333333333,1.0,21.0,37460.0,0.0,1702.7272727272727,Canada,Ontario,Thunder Bay,K8T 5M5,Female,Bachelor,65697.0,Married,Star,4905.32,Standard,2016,8,0
883349,0.0,0.0,12.0,0.0,0.0,0.0,0.0,Canada,Ontario,Ottawa,K1F 2R2,Female,Bachelor,67182.0,Married,Star,4908.12,Standard,2014,4,0
773293,0.5,0.0,0.0,18.0,21474.0,0.0,1130.2105263157894,Canada,Manitoba,Winnipeg,R2C 0M5,Female,Bachelor,76838.0,Divorced,Star,4909.84,Standard,2016,2,0
957127,0.3333333333333333,-0.375,4.0,11.0,20492.0,0.0,1707.6666666666667,Canada,New Brunswick,Moncton,E1A 2A7,Male,Bachelor,55983.0,Married,Star,4911.0,Standard,2012,10,0
176611,0.0,0.0,12.0,0.0,0.0,0.0,0.0,Canada,Nova Scotia,Halifax,B3J 9S2,Male,Bachelor,56566.0,Married,Star,4911.12,Standard,2017,12,0
848248,0.75,0.0,0.0,24.0,34405.0,0.013805731558449108,1376.2,Canada,Saskatchewan,Regina,S1J 3C5,Male,Bachelor,56566.0,Married,Star,4911.12,Standard,2014,3,0
162013,0.5833333333333334,-0.75,3.0,13.0,23062.0,0.02115943285782422,1647.2857142857142,Canada,Nova Scotia,Halifax,B3C 2M8,Female,Bachelor,70540.0,Divorced,Star,4911.46,Standard,2014,2,0
706628,0.0,0.0,12.0,0.0,0.0,0.0,0.0,Canada,Ontario,Toronto,M2Z 4K1,Female,College,73455.0,Single,Star,4911.77,Standard,2018,6,0
495027,0.4166666666666667,2.3333333333333335,0.0,11.0,17918.0,0.0,1493.1666666666667,Canada,British Columbia,West Vancouver,V6V 8Z3,Male,Bachelor,67246.0,Single,Star,4913.12,Standard,2015,3,0
731001,0.16666666666666666,4.0,0.0,4.0,7204.0,0.04288688410825815,1440.8,Canada,Quebec,Montreal,H2T 2J6,Female,Bachelor,67246.0,Single,Star,4913.12,Standard,2017,10,0
106001,0.75,-0.19230769230769232,0.0,45.0,79944.0,0.01821252110826193,1737.9130434782608,Canada,Quebec,Montreal,H2Y 4R4,Female,High School or Below,39000.0,Single,Star,4914.04,Standard,2013,1,0
692096,0.8333333333333334,0.0,0.0,30.0,46505.0,0.01735259966455941,1500.1612903225807,Canada,Manitoba,Winnipeg,R2C 0M5,Female,High School or Below,39000.0,Single,Star,4914.04,Standard,2017,1,0
544569,0.4166666666666667,1.4,0.0,15.0,18527.0,0.038590241796200346,1157.9375,Canada,Quebec,Tremblant,H5Y 2S9,Male,Doctor,100482.0,Married,Star,4914.73,Standard,2015,1,0
616220,0.5,1.0,0.0,13.0,19342.0,0.0,1381.5714285714287,Canada,New Brunswick,Moncton,E1A 2A7,Female,Doctor,100482.0,Married,Star,4914.73,Standard,2016,3,0
890361,0.0,0.0,12.0,0.0,0.0,0.0,0.0,Canada,British Columbia,Vancouver,V6E 3Z3,Male,College,73455.0,Single,Star,4915.39,Standard,2017,4,0
778426,0.25,9.0,0.0,9.0,16514.0,0.0,1651.4,Canada,New Brunswick,Moncton,E1A 2A7,Male,Bachelor,80921.0,Married,Star,4916.37,Standard,2017,2,0
211083,0.5833333333333334,0.125,0.0,15.0,21652.0,0.02812543296540895,1353.25,Canada,Ontario,Sudbury,M5V 1G5,Male,College,73455.0,Single,Star,4916.48,Standard,2014,11,0
693256,0.6666666666666666,1.25,0.0,24.0,42541.0,0.0,1701.64,Canada,Ontario,Toronto,P1J 8T7,Female,Bachelor,47937.0,Married,Star,4916.58,Standard,2013,5,0
343377,0.75,0.0,0.0,24.0,33950.0,0.010220612058554976,1358.0,Canada,Saskatchewan,Regina,S6J 3G0,Female,Bachelor,47541.0,Married,Star,4920.49,Standard,2012,11,0
608739,0.6666666666666666,0.38461538461538464,2.0,29.0,44514.0,0.010917668201729755,1483.8,Canada,Quebec,Montreal,H4G 3T4,Male,College,73455.0,Single,Star,4920.77,Standard,2016,4,0
421497,0.5,-0.75,5.0,18.0,23253.0,0.0,1223.842105263158,Canada,Quebec,Montreal,H2T 9K8,Female,Bachelor,63840.0,Married,Star,4921.33,Standard,2015,3,0
268094,0.0,0.0,12.0,0.0,0.0,650.0,0.0,Canada,Quebec,Hull,J8Y 3Z5,Female,College,73455.0,Single,Star,4921.75,Standard,2017,10,0
982608,0.3333333333333333,-0.9,7.0,9.0,12296.0,0.07083028380905912,1229.6,Canada,British Columbia,Vancouver,V6E 3Z3,Male,College,73455.0,Single,Star,4921.75,Standard,2016,9,0
703882,0.0,0.0,12.0,0.0,0.0,0.0,0.0,Canada,British Columbia,Whistler,V6T 1Y8,Male,College,73455.0,Single,Star,4922.17,Standard,2012,4,0
